,AIR_TIME,DISTANCE,origin,dest
40653,50.0,349,25,1
40654,53.0,349,1,25
40655,82.0,692,25,18
40689,72.0,563,25,29
40690,85.0,563,29,25
40691,66.0,455,25,7
40692,26.0,126,7,16
40693,65.0,524,16,25
40741,128.0,1069,25,23
40742,144.0,1069,23,25
40743,99.0,775,25,4
40744,103.0,775,4,25
40752,136.0,1154,25,21
40753,162.0,1154,21,25
40797,170.0,1476,25,24
40798,191.0,1476,24,25
40800,146.0,1199,25,3
40801,161.0,1199,3,25
40809,86.0,641,25,26
40812,91.0,641,26,25
40818,78.0,589,25,27
40819,82.0,589,27,25
40847,140.0,1199,25,3
40848,167.0,1199,3,25
40865,150.0,1201,25,19
40866,153.0,1201,19,25
40867,180.0,1476,25,24
40868,188.0,1476,24,25
40905,101.0,775,25,4
40906,108.0,775,4,25
40914,129.0,1069,25,23
40915,145.0,1069,23,25
40932,144.0,1154,25,21
40933,150.0,1154,21,25
40936,85.0,641,25,26
40937,94.0,641,26,25
40949,177.0,1476,25,24
40950,196.0,1476,24,25
40951,78.0,589,25,27
40952,82.0,589,27,25
40953,106.0,834,25,10
40954,116.0,834,10,25
40980,197.0,1476,25,24
40981,174.0,1476,24,25
41003,35.0,176,5,13
41014,74.0,524,25,16
41015,25.0,126,16,7
41016,68.0,455,7,25
41017,151.0,1199,25,3
41018,164.0,1199,3,25
41022,84.0,563,25,29
41023,83.0,563,29,25
41028,95.0,641,25,26
41029,89.0,641,26,25
41033,88.0,692,25,18
41034,94.0,692,18,25
41047,194.0,1476,25,24
41048,175.0,1476,24,25
41069,143.0,1069,25,23
41070,139.0,1069,23,25
41071,103.0,775,25,4
41072,107.0,775,4,25
41083,156.0,1154,25,21
41084,150.0,1154,21,25
41110,178.0,1337,25,20
41111,195.0,1337,20,25
41118,212.0,1476,25,24
41119,177.0,1476,24,25
41120,76.0,589,25,27
41121,79.0,589,27,25
41134,166.0,1201,25,19
41135,156.0,1201,19,25
41192,156.0,1199,25,3
41193,160.0,1199,3,25
41198,191.0,1476,25,24
41199,181.0,1476,24,25
41202,159.0,1201,25,19
41203,147.0,1201,19,25
41204,96.0,775,25,4
41205,107.0,775,4,25
41231,185.0,1359,25,14
41232,166.0,1359,14,25
41257,135.0,1069,25,23
41258,148.0,1069,23,25
41270,84.0,641,25,26
41271,96.0,641,26,25
41295,190.0,1491,25,15
41296,192.0,1491,15,25
41302,180.0,1476,25,24
41303,184.0,1476,24,25
41324,128.0,1014,25,11
41325,145.0,1014,11,25
41362,54.0,349,25,1
41363,48.0,349,1,25
41381,178.0,1476,25,24
41382,197.0,1476,24,25
41415,147.0,1069,25,23
41416,141.0,1069,23,25
41418,98.0,775,4,25
41421,74.0,589,25,27
41422,82.0,589,27,25
41423,101.0,641,25,26
41426,96.0,641,26,25
41435,184.0,1476,25,24
41436,201.0,1476,24,25
41441,149.0,1199,25,3
41442,153.0,1199,3,25
41489,185.0,1476,25,24
41490,187.0,1476,24,25
41491,74.0,524,25,16
41492,70.0,524,16,25
41498,92.0,692,25,18
41499,93.0,692,18,25
41507,131.0,1014,25,11
41508,128.0,1014,11,25
41549,144.0,1154,25,21
41550,164.0,1154,21,25
41573,187.0,1476,25,24
41574,182.0,1476,24,25
41575,154.0,1154,25,21
41576,150.0,1154,21,25
41581,172.0,1359,25,14
41582,177.0,1359,14,25
41592,77.0,589,25,27
41593,91.0,589,27,25
41601,181.0,1476,25,24
41602,197.0,1476,24,25
41607,132.0,1014,25,11
41608,127.0,1014,11,25
41611,146.0,1069,25,23
41612,137.0,1069,23,25
41631,116.0,775,25,4
41632,91.0,775,4,25
41692,102.0,641,25,26
41693,77.0,641,26,25
41694,158.0,1201,25,19
41695,164.0,1201,19,25
41705,167.0,1199,25,3
41706,145.0,1199,3,25
41723,104.0,834,25,10
41724,115.0,834,10,25
41745,188.0,1491,25,15
41746,189.0,1491,15,25
41755,188.0,1476,25,24
41756,185.0,1476,24,25
41768,191.0,1476,25,24
41769,178.0,1476,24,25
41783,79.0,524,25,16
41785,66.0,455,7,25
41800,87.0,692,25,18
41801,88.0,692,18,25
41802,133.0,1014,25,11
41803,129.0,1014,11,25
41818,75.0,563,25,29
41819,89.0,563,29,25
41820,85.0,641,25,26
41821,90.0,641,26,25
41830,142.0,1069,25,23
41831,142.0,1069,23,25
41832,104.0,775,25,4
41833,100.0,775,4,25
41838,33.0,176,5,13
41840,153.0,1199,25,3
41841,155.0,1199,3,25
41844,148.0,1154,25,21
41845,152.0,1154,21,25
41865,161.0,1201,25,19
41866,163.0,1201,19,25
41908,189.0,1476,25,24
41909,195.0,1476,24,25
41910,79.0,589,25,27
41911,79.0,589,27,25
41943,185.0,1476,25,24
41944,183.0,1476,24,25
41968,143.0,1199,25,3
41969,169.0,1199,3,25
41979,146.0,1201,25,19
41980,162.0,1201,19,25
41981,98.0,775,25,4
41982,107.0,775,4,25
42013,126.0,1014,25,11
42014,136.0,1014,11,25
42063,86.0,641,25,26
42064,104.0,641,26,25
42078,130.0,1069,25,23
42079,142.0,1069,23,25
42088,173.0,1476,25,24
42089,209.0,1476,24,25
42103,185.0,1491,25,15
42104,201.0,1491,15,25
42124,160.0,1359,25,14
42125,190.0,1359,14,25
42152,179.0,1476,25,24
42153,205.0,1476,24,25
42158,180.0,1476,25,24
42159,207.0,1476,24,25
42163,93.0,349,25,1
42164,53.0,349,1,25
42198,166.0,1476,25,24
42199,194.0,1476,24,25
42200,180.0,1476,25,24
42201,201.0,1476,24,25
42202,96.0,524,25,16
42203,75.0,524,16,25
42212,142.0,1154,25,21
42213,160.0,1154,21,25
42232,132.0,1069,25,23
42233,149.0,1069,23,25
42234,110.0,775,25,4
42235,99.0,775,4,25
42249,86.0,692,25,18
42250,97.0,692,18,25
42255,158.0,1337,25,20
42256,176.0,1337,20,25
42311,142.0,1199,25,3
42312,159.0,1199,3,25
42317,125.0,1014,25,11
42318,132.0,1014,11,25
42323,91.0,641,25,26
42326,91.0,641,26,25
42341,72.0,589,25,27
42342,80.0,589,27,25
42382,148.0,1201,25,19
42383,159.0,1201,19,25
42404,165.0,1359,25,14
42405,187.0,1359,14,25
42406,129.0,1014,25,11
42407,152.0,1014,11,25
42418,76.0,589,25,27
42419,85.0,589,27,25
42430,172.0,1476,25,24
42431,192.0,1476,24,25
42437,158.0,1199,25,3
42438,151.0,1199,3,25
42480,175.0,1476,25,24
42481,198.0,1476,24,25
42486,107.0,775,25,4
42487,102.0,775,4,25
42488,176.0,1491,25,15
42489,202.0,1491,15,25
42517,106.0,834,25,10
42518,118.0,834,10,25
42519,141.0,1154,25,21
42520,152.0,1154,21,25
42525,132.0,1069,25,23
42526,142.0,1069,23,25
42534,92.0,641,25,26
42535,87.0,641,26,25
42549,176.0,1476,25,24
42550,198.0,1476,24,25
42565,174.0,1476,25,24
42566,205.0,1476,24,25
42571,82.0,641,25,26
42572,111.0,641,26,25
42600,143.0,1014,25,11
42601,145.0,1014,11,25
42610,100.0,775,25,4
42611,117.0,775,4,25
42612,186.0,1476,25,24
42613,221.0,1476,24,25
42615,145.0,1154,25,21
42616,155.0,1154,21,25
42624,76.0,563,25,29
42625,83.0,563,29,25
42662,88.0,692,25,18
42663,99.0,692,18,25
42668,163.0,1199,25,3
42669,164.0,1199,3,25
42698,169.0,1476,25,24
42699,234.0,1476,24,25
42700,82.0,589,25,27
42701,85.0,589,27,25
42706,82.0,524,25,16
42707,25.0,126,16,7
42708,63.0,455,7,25
42711,128.0,1069,25,23
42712,186.0,1069,23,25
42731,33.0,176,5,13
42740,176.0,1476,25,24
42741,201.0,1476,24,25
42758,94.0,775,25,4
42759,125.0,775,4,25
42765,143.0,1201,25,19
42766,165.0,1201,19,25
42767,172.0,1359,25,14
42768,193.0,1359,14,25
42780,158.0,1337,25,20
42781,175.0,1337,20,25
42802,149.0,1199,25,3
42803,173.0,1199,3,25
42821,81.0,641,25,26
42822,98.0,641,26,25
42833,210.0,1491,25,15
42834,198.0,1491,15,25
42854,132.0,1069,25,23
42855,148.0,1069,23,25
42864,198.0,1476,25,24
42865,191.0,1476,24,25
42885,127.0,1014,25,11
42886,139.0,1014,11,25
42928,147.0,1201,25,19
42929,183.0,1201,19,25
42930,146.0,1199,25,3
42931,201.0,1199,3,25
42940,51.0,349,25,1
42941,50.0,349,1,25
42952,144.0,1154,25,21
42953,170.0,1154,21,25
42957,112.0,665,25,9
42958,93.0,665,9,25
42992,174.0,1476,25,24
42993,195.0,1476,24,25
43005,169.0,1337,25,20
43006,170.0,1337,20,25
43007,88.0,641,25,26
43008,89.0,641,26,25
43013,105.0,775,25,4
43014,126.0,775,4,25
43017,74.0,589,25,27
43018,91.0,589,27,25
43019,134.0,1069,25,23
43020,152.0,1069,23,25
43026,176.0,1476,25,24
43027,208.0,1476,24,25
43071,130.0,1014,25,11
43072,140.0,1014,11,25
43089,147.0,1154,25,21
43090,160.0,1154,21,25
43097,183.0,1476,25,24
43098,197.0,1476,24,25
43099,73.0,524,25,16
43100,75.0,524,16,25
43118,80.0,692,25,18
43119,102.0,692,18,25
43125,133.0,1069,25,23
43126,152.0,1069,23,25
43150,145.0,1199,25,3
43151,152.0,1199,3,25
43176,72.0,589,25,27
43177,90.0,589,27,25
43188,174.0,1476,25,24
43189,195.0,1476,24,25
43207,85.0,641,25,26
43208,89.0,641,26,25
43219,101.0,775,25,4
43220,105.0,775,4,25
43227,145.0,1199,25,3
43228,147.0,1199,3,25
43245,106.0,775,25,4
43246,95.0,775,4,25
43247,170.0,1476,25,24
43248,203.0,1476,24,25
43254,142.0,1154,25,21
43255,158.0,1154,21,25
43256,173.0,1476,25,24
43257,190.0,1476,24,25
43311,155.0,1359,25,14
43312,176.0,1359,14,25
43353,101.0,834,25,10
43354,119.0,834,10,25
43355,148.0,1201,25,19
43356,158.0,1201,19,25
43359,135.0,1069,25,23
43360,142.0,1069,23,25
43362,175.0,1491,25,15
43363,199.0,1491,15,25
43369,165.0,1337,25,20
43370,171.0,1337,20,25
43371,87.0,665,25,9
43372,93.0,665,9,25
43381,129.0,1014,25,11
43382,137.0,1014,11,25
43383,73.0,589,25,27
43384,86.0,589,27,25
43395,90.0,641,25,26
43396,87.0,641,26,25
43414,177.0,1476,25,24
43415,197.0,1476,24,25
43439,162.0,1199,25,3
43440,155.0,1199,3,25
43459,185.0,1476,25,24
43460,197.0,1476,24,25
43471,85.0,641,25,26
43472,91.0,641,26,25
43483,143.0,1201,25,19
43484,177.0,1201,19,25
43511,166.0,1476,25,24
43512,206.0,1476,24,25
43531,151.0,1337,25,20
43532,182.0,1337,20,25
43534,169.0,1476,25,24
43535,214.0,1476,24,25
43542,134.0,1199,25,3
43543,166.0,1199,3,25
43550,85.0,641,25,26
43551,91.0,641,26,25
43552,122.0,1069,25,23
43553,153.0,1069,23,25
43580,86.0,692,25,18
43581,97.0,692,18,25
43583,123.0,1069,25,23
43584,157.0,1069,23,25
43589,170.0,1476,25,24
43590,197.0,1476,24,25
43613,166.0,1476,25,24
43614,202.0,1476,24,25
43615,74.0,589,25,27
43616,84.0,589,27,25
43628,102.0,775,25,4
43629,110.0,775,4,25
43647,119.0,1014,25,11
43648,146.0,1014,11,25
43649,134.0,1154,25,21
43650,158.0,1154,21,25
43669,30.0,176,5,13
43695,91.0,563,25,29
43696,85.0,563,29,25
43705,81.0,641,25,26
43706,99.0,641,26,25
43711,140.0,1199,25,3
43712,167.0,1199,3,25
43714,80.0,524,25,16
43715,26.0,126,16,7
43716,65.0,455,7,25
43735,172.0,1476,25,24
43736,192.0,1476,24,25
43760,142.0,1199,25,3
43761,160.0,1199,3,25
43762,82.0,641,25,26
43763,94.0,641,26,25
43773,149.0,1201,25,19
43774,170.0,1201,19,25
43797,104.0,775,25,4
43798,109.0,775,4,25
43811,177.0,1476,25,24
43812,193.0,1476,24,25
43854,154.0,1359,25,14
43855,180.0,1359,14,25
43876,180.0,1491,25,15
43877,202.0,1491,15,25
43887,134.0,1069,25,23
43888,148.0,1069,23,25
43891,86.0,665,25,9
43892,92.0,665,9,25
43893,166.0,1337,25,20
43894,176.0,1337,20,25
43901,128.0,1014,25,11
43902,138.0,1014,11,25
43911,76.0,589,25,27
43912,82.0,589,27,25
43919,161.0,1337,25,20
43920,180.0,1337,20,25
43932,150.0,1201,25,19
43933,161.0,1201,19,25
43934,54.0,349,25,1
43935,51.0,349,1,25
43942,133.0,1069,25,23
43943,151.0,1069,23,25
43953,100.0,775,25,4
43954,108.0,775,4,25
43963,150.0,1199,25,3
43964,161.0,1199,3,25
44000,177.0,1476,25,24
44001,208.0,1476,24,25
44016,179.0,1476,25,24
44017,201.0,1476,24,25
44020,138.0,1154,25,21
44021,160.0,1154,21,25
44030,85.0,641,25,26
44031,99.0,641,26,25
44054,143.0,1154,25,21
44055,155.0,1154,21,25
44066,86.0,692,25,18
44067,102.0,692,18,25
44068,184.0,1476,25,24
44069,193.0,1476,24,25
44070,74.0,589,25,27
44071,85.0,589,27,25
44072,101.0,775,25,4
44073,104.0,775,4,25
44080,181.0,1476,25,24
44081,194.0,1476,24,25
44082,80.0,524,25,16
44083,73.0,524,16,25
44086,132.0,1069,25,23
44087,146.0,1069,23,25
44094,87.0,641,25,26
44095,91.0,641,26,25
44197,147.0,1199,25,3
44198,158.0,1199,3,25
44206,122.0,1014,25,11
44207,139.0,1014,11,25
44230,168.0,1359,25,14
44231,176.0,1359,14,25
44233,87.0,665,25,9
44234,94.0,665,9,25
44239,129.0,1014,25,11
44240,135.0,1014,11,25
44247,138.0,1069,25,23
44248,134.0,1069,23,25
44251,75.0,589,25,27
44252,85.0,589,27,25
44257,102.0,775,25,4
44258,108.0,775,4,25
44259,105.0,834,25,10
44260,109.0,834,10,25
44261,157.0,1201,25,19
44262,150.0,1201,19,25
44265,146.0,1199,25,3
44266,163.0,1199,3,25
44314,186.0,1491,25,15
44315,197.0,1491,15,25
44345,176.0,1476,25,24
44346,183.0,1476,24,25
44367,89.0,641,25,26
44368,93.0,641,26,25
44382,182.0,1476,25,24
44383,183.0,1476,24,25
44384,167.0,1337,25,20
44385,179.0,1337,20,25
44386,149.0,1154,25,21
44387,155.0,1154,21,25
44421,193.0,1476,25,24
44422,182.0,1476,24,25
44423,149.0,1199,25,3
44424,161.0,1199,3,25
44451,83.0,641,25,26
44452,95.0,641,26,25
44459,215.0,1476,25,24
44460,176.0,1476,24,25
44485,157.0,1201,25,19
44486,172.0,1201,19,25
